A3N49RXVTIEA9V,GREAT,80.05,878,98.65%,-,98.15%,66.67%,0,100%,DCR
A3OKXFNF06ZM3M,GREAT,70.42,964,98.97%,3112,98.62%,100%,0,100%,DNR_DPMO
A9LXPME9YBI2Q,GREAT,74.66,805,97.58%,-,100%,100%,0,95.81%,DCR
ADX5JM3PRIFEI,GREAT,72.2,1040,99.24%,-,96.64%,88.89%,0,91.41%,CC
AJGKH17AAN8DW,FAIR,59.85,830,95.95%,-,98.06%,68%,0,96.31%,DCR
ARI0X3K0YGQ13,FANTASTIC,90.37,1602,99.07%,624,98.44%,90.63%,0,93.61%,DNR_DPMO
A16VSBDVWGO1AM,GREAT,73.06,569,99.3%,1757,100%,100%,0,100%,DNR_DPMO
A174B3WJFH38MV,GREAT,73.31,956,97.45%,0,98.43%,100%,0,96.59%,DCR
A1BC9YN9NCBUS,FAIR,66.64,741,97.37%,1350,97.56%,100%,0,100%,DCR
A1ETXSPHUGD7LN,GREAT,80.2,1255,98.12%,-,100%,88.89%,0,97.52%,DCR
A1ULTTNN14LLJ2,POOR,49.17,696,97.62%,2874,99.47%,100%,0,95.2%,DNR_DPMO
A1Y06N9ZPMC3TD,GREAT,74.18,1297,99.77%,3084,100%,100%,0,97.71%,DNR_DPMO
A1Y1BMIL6SS8PT,FANTASTIC,92.19,1050,98.68%,952,100%,100%,0,94.77%,DCR
A1YEESS4TBTRIY,GREAT,74.38,404,97.58%,-,100%,100%,0,92.28%,DCR
A1YGLT6OAJGBWC,POOR,36.47,807,93.29%,2478,99.07%,32.26%,0,96.76%,DNR_DPMO
A1Z22YRSC4HN45,FAIR,66.95,970,98.38%,2062,98.4%,100%,0,96.08%,DNR_DPMO
A205W0HCLELAJS,FAIR,69.63,362,98.64%,-,90.91%,100%,0,73.61%,DEX
A24EJ2KSPHNNBH,FAIR,60.22,1216,97.59%,822,100%,88.24%,0,94.86%,DCR
A2672ZQHS62UQD,POOR,36.17,1363,97.36%,5136,99.18%,37.5%,0,91.98%,DNR_DPMO
A26BX5VZTGG82D,FAIR,68.7,1358,97.14%,1473,100%,100%,0,97.32%,DCR
A2879TAAF5J1UU,FANTASTIC,92.76,724,99.59%,1381,99.28%,100%,0,100%,DNR_DPMO
A29M5B159J19AE,GREAT,84.88,1351,99.12%,-,96.88%,100%,0,97.79%,DCR
A2HY3PEE0I4KO8,FANTASTIC_PLUS,93.32,1311,98.87%,0,99.13%,97.14%,0,97.36%,DCR
A2K5YLZ6PCCGZH,POOR,37.5,1100,97.6%,1818,96.11%,100%,0,100%,DNR_DPMO
A2KNBTJYF1QPFU,FANTASTIC_PLUS,98.59,1359,99.93%,-,98.96%,100%,0,95.68%,POD
A2LBJKMTQ6WMO4,POOR,49.16,741,95.98%,5398,100%,100%,0,89.63%,DNR_DPMO
A2N0TIS3GT3RA3,GREAT,72.86,1062,97.97%,942,100%,100%,0,100%,DCR
A2VO099H3DOOX1,FAIR,59.95,247,95.74%,-,97.96%,57.14%,0,100%,DCR
A2X3O7342NU7CC,POOR,24.14,1145,97.53%,5240,86.96%,68.75%,0,89.39%,DNR_DPMO
A310YKEDTBY3SA,POOR,36.58,766,97.83%,2611,99.41%,45.45%,0,94.65%,DNR_DPMO
A33FLYDPNMXDF,FANTASTIC_PLUS,93,822,98.33%,-,100%,100%,0,92.6%,DCR
A35G9CHX9CCXQA,FAIR,61.72,788,97.77%,-,100%,42.86%,0,90.36%,DCR
A3DMMSGNR396QL,FAIR,62.27,1064,97.97%,0,90.78%,100%,0,97.17%,DCR
A3FTEB3HAX9COO,POOR,33.42,353,97.78%,2833,97.18%,0%,0,93.07%,DNR_DPMO
A3N49RXVTIEA9V,FAIR,50,1193,96.6%,0,48.05%,52.94%,0,100%,DCR
A3OKXFNF06ZM3M,FAIR,54.24,1244,95.47%,1608,98.65%,65%,0,97.24%,DCR
A9LXPME9YBI2Q,GREAT,75,450,97.19%,-,100%,100%,0,100%,DCR
ADX5JM3PRIFEI,FAIR,59.19,1141,93.68%,876,98.47%,14.81%,0,100%,DCR
AJGKH17AAN8DW,FAIR,58.55,950,91.17%,1053,99.29%,83.91%,0,87.97%,DCR
ARI0X3K0YGQ13,FAIR,62.16,552,97.53%,0,100%,0%,0,95.72%,DCR
